,index,movieId,title,genres,databaseId,nbMentions
2825,2895,59900,You Don't Mess with the Zohan (2008),Comedy,108426,29
2826,2896,60007,Doctor Who (1996),Adventure|Sci-Fi,159550,3
2827,2897,60037,"Happening, The (2008)",Drama|Sci-Fi|Thriller,192810,15
2828,2898,60040,"Incredible Hulk, The (2008)",Action|Sci-Fi,76706,35
2829,2899,60072,Wanted (2008),Action|Thriller,146475,5
2830,2900,60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,83948,31
2831,2901,60126,Get Smart (2008),Action|Comedy,201366,8
2832,2902,60397,Mamma Mia! (2008),Comedy|Musical|Romance,124268,42
2833,2903,60471,Rogue (2007),Action|Adventure|Horror|Sci-Fi|Thriller,162964,1
2834,2904,60514,Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi,127231,7
2835,2905,60516,Meet Dave (2008),Adventure|Children|Comedy|Romance|Sci-Fi,198146,5
2836,2906,60538,Shrooms (2007),Horror|Thriller,151539,1
2837,2907,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,168664,21
2838,2908,60753,Felon (2008),Crime|Drama,181683,5
2839,2909,60756,Step Brothers (2008),Comedy,111918,231
2840,2910,60766,Man on Wire (2008),Documentary,191911,13
2841,2911,60941,"Midnight Meat Train, The (2008)",Horror|Mystery|Thriller,144894,6
2842,2912,60950,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,195045,1
2843,2913,60981,Fist of the North Star (1986),Action|Animation,174953,1
2844,2914,61024,Pineapple Express (2008),Action|Comedy|Crime,84273,182
2845,2915,61041,"Take, The (2007)",Crime|Drama,166710,1
2846,2917,61048,Expired (2007),Comedy|Drama|Romance,127243,1
2847,2918,61071,"Sisterhood of the Traveling Pants 2, The (2008)",Adventure|Comedy|Drama|Romance,173155,1
2848,2919,61123,High School Musical 2 (2007),Comedy|Drama|Musical|Romance,106407,7
2849,2920,61132,Tropic Thunder (2008),Action|Adventure|Comedy|War,192815,94
2850,2921,61160,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,107486,6
2851,2922,61248,Death Race (2008),Action|Adventure|Sci-Fi|Thriller,82763,20
2852,2923,61250,"House Bunny, The (2008)",Comedy,143859,1
2853,2924,61262,Mirrors (2008),Horror|Mystery|Thriller,102652,4
2854,2925,61301,American Zombie (2007),Comedy|Horror,125813,2
2855,2926,61323,Burn After Reading (2008),Comedy|Crime|Drama,203386,10
2856,2927,61348,Disaster Movie (2008),Comedy,200256,1
2857,2928,61352,Traitor (2008),Crime|Drama|Thriller,113925,1
2858,2929,61354,College (2008),Comedy,182681,2
2859,2930,61401,"Spirit, The (2008)",Action|Comedy|Fantasy|Thriller,138525,1
2860,2931,61697,Righteous Kill (2008),Crime|Mystery|Thriller,116311,2
2861,2932,61705,Lakeview Terrace (2008),Drama|Thriller,202284,2
2862,2933,61934,Freebie and the Bean (1974),Action|Comedy,81209,2
2863,2934,61986,Appaloosa (2008),Western,123917,1
2864,2935,62049,1984 (1956),Drama|Sci-Fi,132965,1
2865,2936,62081,Eagle Eye (2008),Action|Crime|Thriller|IMAX,146872,14
2866,2937,62137,Nights in Rodanthe (2008),Drama|Romance,192060,3
2867,2938,62155,Nick and Norah's Infinite Playlist (2008),Comedy|Drama|Romance,204477,9
2868,2940,62203,Martyrs (2008),Horror,165396,3
2869,2941,62235,Red (2008),Drama|Thriller,137303,3
2870,2942,62293,"Duchess, The (2008)",Drama|Romance,116458,4
2871,2943,62344,Rachel Getting Married (2008),Drama|Romance,92911,2
2872,2944,62374,Body of Lies (2008),Action|Drama|Thriller,176243,7
2873,2945,62376,City of Ember (2008),Adventure|Children|Sci-Fi,161296,2
2874,2946,62394,Max Payne (2008),Action|Crime|Drama|Thriller,159731,3
2875,2947,62434,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,192431,4
2876,2948,62437,W. (2008),Drama,170262,1
2877,2949,62439,My Best Friend's Girl (2008),Comedy|Romance,131948,1
2878,2950,62511,"Synecdoche, New York (2008)",Comedy|Drama,103991,2
2879,2951,62553,"Secret Life of Bees, The (2008)",Drama,168960,2
2880,2952,62849,RocknRolla (2008),Action|Crime,199948,3
2881,2953,62912,High School Musical 3: Senior Year (2008),Musical,123754,4
2882,2954,62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX,170530,3
2883,2955,63062,Changeling (2008),Crime|Drama|Mystery,87090,23
2884,2956,63072,"Road, The (2009)",Adventure|Drama|Thriller,155661,12
2885,2957,63082,Slumdog Millionaire (2008),Crime|Drama|Romance,121678,18
2886,2958,63113,Quantum of Solace (2008),Action|Adventure|Thriller,111435,1
2887,2959,63131,Role Models (2008),Comedy,193059,8
2888,2960,63393,Camp Rock (2008),Comedy|Musical|Romance,144730,11
2889,2961,63436,Saw V (2008),Crime|Horror|Thriller,170756,10
2890,2962,63479,Sex Drive (2008),Comedy,103452,2
2891,2963,63540,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy,144079,1
2892,2964,63826,Splinter (2008),Action|Horror|Thriller,187932,1
2893,2965,63853,Australia (2008),Adventure|Drama|War|Western,197481,4
2894,2966,63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy,148773,8
2895,2967,63876,Milk (2008),Drama,140651,5
2896,2968,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller,194583,53
2897,2969,64030,Transporter 3 (2008),Action|Adventure|Crime|Thriller,184022,42
2898,2970,64032,Four Christmases (2008),Comedy,178948,3
2899,2971,64114,Fireproof (2008),Drama|Romance,169586,32
2900,2972,64497,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX,159275,2
2901,2973,64614,Gran Torino (2008),Crime|Drama,79779,29
2902,2974,64620,Frost/Nixon (2008),Drama,205609,6
2903,2975,64622,"Reader, The (2008)",Drama|Romance,200009,7
2904,2976,64716,Seven Pounds (2008),Drama,161966,11
2905,2977,64839,"Wrestler, The (2008)",Drama,100727,5
2906,2978,64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,154189,18
2907,2979,64969,Yes Man (2008),Comedy,143259,34
2908,2980,65078,Jane Austen in Manhattan (1980),Drama|Romance,91519,1
2909,2981,65088,Bedtime Stories (2008),Adventure|Children|Comedy,160915,4
2910,2982,65126,Choke (2008),Comedy|Drama,174560,5
2911,2983,65130,Revolutionary Road (2008),Drama|Romance,197052,5
2912,2984,65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary,183631,15
2913,2985,65193,Wild Child (2008),Drama|Romance,157018,1
2914,2986,65216,Defiance (2008),Drama|Thriller|War,168084,2
2915,2987,65230,Marley & Me (2008),Comedy|Drama,122154,32
2916,2988,65310,Poultrygeist: Night of the Chicken Dead (2006),Comedy|Horror|Musical,180109,1
2917,2989,65465,Last Chance Harvey (2008),Drama|Romance,184134,1
2918,2990,65514,Ip Man (2008),Action|Drama|War,168985,1
2919,2992,65567,Passengers (2008),Drama|Mystery|Thriller,146189,2
2920,2993,65585,Bride Wars (2009),Comedy|Romance,88624,28
2921,2994,65612,Castaway (1986),Adventure|Drama,84007,23
2922,2995,65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller,202588,1
2923,2996,65685,Inkheart (2008),Adventure|Fantasy,153492,4
2924,2997,65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime,198460,30
2925,2998,65810,Notorious (2009),Drama|Musical,93523,4
2926,2999,65866,Three Strangers (1946),Crime|Drama,156059,1
2927,3000,65882,"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,135307,3
2928,3001,65927,Night Train (2009),Action|Mystery|Thriller,199993,2
2929,3002,66090,Eden Lake (2008),Horror|Thriller,109323,1
2930,3003,66097,Coraline (2009),Animation|Fantasy|Thriller,120150,17
2931,3004,66156,"Escapist, The (2008)",Thriller,112455,1
2932,3005,66203,He's Just Not That Into You (2009),Comedy|Drama|Romance,180600,7
2933,3006,66304,Hotel for Dogs (2009),Adventure|Children|Comedy,184509,4
2934,3007,66385,Taking Chance (2009),Drama|War,96040,1
2935,3008,66509,Funny People (2009),Comedy|Drama,160652,5
2936,3009,66665,Away We Go (2009),Comedy|Drama|Romance,132051,1
2937,3010,66783,Friday the 13th (2009),Horror,141458,14
2938,3011,66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,206064,3
2939,3012,67073,Day of the Dead (2008),Horror,134016,5
2940,3013,67087,"I Love You, Man (2009)",Comedy,113213,26
2941,3014,67098,Billy Budd (1962),Adventure,134981,2
2942,3015,67138,Live Free or Die (2006),Comedy|Crime,77818,4
2943,3016,67186,"Haunting in Connecticut, The (2009)",Horror|Thriller,82473,13
2944,3017,67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,127275,3
2945,3018,67267,Sunshine Cleaning (2008),Comedy|Drama,87826,2
2946,3019,67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,107383,4
2947,3020,67534,Big Stan (2007),Comedy,168781,2
2948,3021,67734,Adventureland (2009),Comedy|Drama,162326,6
2949,3022,67784,"Cake Eaters, The (2007)",Drama,191818,1
2950,3023,67788,Confessions of a Shopaholic (2009),Comedy|Romance,122364,12
2951,3024,67839,"Lucky Ones, The (2008)",Comedy|Drama|War,155642,1
2952,3025,67867,Dragonball Evolution (2009),Action|Adventure|Fantasy|Sci-Fi,80576,1
2953,3026,67869,Flash Gordon (1936),Action|Adventure|Sci-Fi,124193,1
2954,3027,67892,Can-Can (1960),Comedy|Musical|Romance,83116,1
2955,3028,67997,In the Loop (2009),Comedy,149793,1
2956,3029,68135,17 Again (2009),Comedy|Drama,77609,5
2957,3030,68157,Inglourious Basterds (2009),Action|Drama|War,107554,61
2958,3031,68205,Crank: High Voltage (2009),Action|Comedy|Crime,198346,6
2959,3032,68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,179943,18
2960,3033,68269,"Young Victoria, The (2009)",Drama|Romance,142850,5
2961,3034,68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,184089,25
2962,3035,68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,182674,56
2963,3037,68444,"Great Buck Howard, The (2008)",Comedy,125515,1
2964,3038,68522,Earth (2007),Documentary,137463,4
2965,3039,68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller,128786,4
2966,3040,68659,Fanboys (2009),Adventure|Comedy|Drama,104147,3
2967,3041,68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,98165,4
2968,3042,68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,203457,3
2969,3043,68835,Were the World Mine (2008),Adventure|Fantasy|Musical|Romance,120709,2
2970,3044,68932,"Soloist, The (2009)",Drama|Musical,138451,5
2971,3045,68941,The Last House on the Left (2009),Drama|Horror|Thriller,158950,36
2972,3046,68952,Drag Me to Hell (2009),Comedy|Horror,79665,10
2973,3047,68954,Up (2009),Adventure|Animation|Children|Drama,133249,191
2974,3048,68965,Dance Flick (2009),Comedy|Musical,105979,2
2975,3049,69075,Trojan War (1997),Comedy,136293,1
2976,3050,69122,The Hangover (2009),Comedy|Crime,135571,278
2977,3052,69134,Antichrist (2009),Drama|Fantasy,181960,1
2978,3053,69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,173282,8
2979,3054,69406,"Proposal, The (2009)",Comedy|Romance,123015,116
2980,3055,69436,Year One (2009),Adventure|Comedy,99452,2
2981,3056,69453,"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,152590,1
2982,3057,69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,79698,37
2983,3058,69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,175295,1
2984,3060,69542,K2 (1991),Adventure|Drama,85298,2
2985,3061,69604,Whatever Works (2009),Comedy|Romance,203950,3
2986,3062,69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,148361,3
2987,3063,69640,Public Enemies (2009),Crime|Drama|Thriller,106662,8
2988,3064,69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,105060,2
2989,3065,69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,94189,1
2990,3066,69704,Night of the Living Dead 3D (2006),Adventure|Comedy|Fantasy|Horror,124079,2
2991,3067,69712,My Sister's Keeper (2009),Drama,151938,10
2992,3068,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,159991,12
2993,3069,69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,94856,2
2994,3070,70159,Orphan (2009),Drama|Horror|Mystery|Thriller,88463,12
2995,3071,70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,89602,6
2996,3072,70208,"Perfect Getaway, A (2009)",Horror|Thriller,131411,4
2997,3073,70282,Aliens in the Attic (2009),Adventure|Children|Fantasy|Sci-Fi,156677,1
2998,3074,70286,District 9 (2009),Mystery|Sci-Fi|Thriller,86245,39
2999,3075,70293,Julie & Julia (2009),Comedy|Drama|Romance,119594,4
3000,3076,70301,Obsessed (2009),Crime|Drama|Thriller,164872,6
3001,3077,70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,86652,2
3002,3078,70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,86272,1
3003,3079,70361,12 Rounds (2009),Action|Thriller,164565,1
3004,3080,70366,"Silent Night, Deadly Night Part 2 (1987)",Comedy|Horror,191759,2
3005,3081,70410,"Killing Room, The (2009)",Drama|Mystery|Thriller,152993,3
3006,3082,70562,"Ramen Girl, The (2008)",Comedy|Drama|Romance,103784,4
3007,3083,70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,198425,2
3008,3084,70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,87664,23
3009,3085,70641,Miss March (2009),Comedy,104919,1
3010,3086,70643,Bandslam (2009),Comedy|Drama|Musical,103213,1
3011,3087,70695,"Haunting of Molly Hartley, The (2008)",Drama|Horror|Thriller,121328,2
3012,3088,70706,Fighting (2009),Action|Drama,177325,2
3013,3089,70742,"Matador, The (2008)",Documentary,149563,1
3014,3090,70833,Queen Kelly (1929),Drama,121015,1
3015,3091,70912,Goodbye Solo (2008),Drama,120552,1
3016,3092,70932,My Life in Ruins (2009),Comedy,131226,2
3017,3093,70946,Troll 2 (1990),Fantasy|Horror,151599,7
3018,3094,70994,Halloween II (2009),Horror|Thriller,146767,8
3019,3095,71135,Pandorum (2009),Horror|Sci-Fi|Thriller,167774,8
3020,3096,71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,129907,1
3021,3097,71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,80235,1
3022,3098,71248,Extract (2009),Comedy,190538,4
3023,3099,71254,Gamer (2009),Action|Sci-Fi|Thriller,88936,5
3024,3100,71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,198626,9
3025,3101,71282,"Food, Inc. (2008)",Documentary,127588,16
3026,3102,71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,97549,2
3027,3103,71325,Love Happens (2009),Comedy|Drama|Romance,165952,2
3028,3104,71379,Paranormal Activity (2009),Horror|Thriller,88653,2
3029,3105,71429,World's Greatest Dad (2009),Comedy|Drama,188446,4
3030,3106,71462,"Cove, The (2009)",Documentary,191564,14
3031,3107,71464,"Serious Man, A (2009)",Comedy|Drama,80213,1
3032,3108,71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,181403,1
3033,3109,71500,Trick 'r Treat (2007),Comedy|Horror|Thriller,203054,2
3034,3110,71518,Whip It (2009),Comedy|Drama,102249,5
3035,3111,71522,Unmistaken Child (2008),Documentary,186972,2
3036,3112,71530,Surrogates (2009),Action|Sci-Fi|Thriller,177123,3
3037,3113,71535,Zombieland (2009),Action|Comedy|Horror,99715,84
3038,3114,71537,Fame (2009),Comedy|Drama|Musical|Romance,137927,2
3039,3115,71542,"September Issue, The (2009)",Documentary,174060,2
3040,3116,71571,Sorority Row (2009),Horror|Thriller,102290,2
3041,3117,71668,Couples Retreat (2009),Comedy|Romance,135060,9
3042,3118,71670,All About Steve (2009),Comedy,147821,1
3043,3119,71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,130868,4
3044,3120,71838,Law Abiding Citizen (2009),Drama|Thriller,179081,17
3045,3121,71876,Amelia (2009),Drama,171851,1
3046,3122,71899,Mary and Max (2009),Animation|Comedy|Drama,122159,1
3047,3123,72011,Up in the Air (2009),Drama|Romance,109877,5
3048,3124,72129,Saw VI (2009),Crime|Horror|Mystery|Thriller,78887,2
3049,3125,72131,Michael Jackson's This Is It (2009),Documentary|Musical|IMAX,178464,1
3050,3126,72167,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,142524,4
3051,3127,72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,151752,5
3052,3128,72294,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,79954,2
3053,3129,72308,Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,135790,2
3054,3130,72378,2012 (2009),Action|Drama|Sci-Fi|Thriller,193658,21
3055,3131,72393,"Fourth Kind, The (2009)",Horror|Mystery|Sci-Fi|Thriller,118522,8
3056,3132,72395,Precious (2009),Drama,169319,5
3057,3133,72405,Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,112116,1
3058,3134,72483,Keith (2008),Drama|Romance,102752,5
3059,3135,72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller,75828,5
3060,3136,72591,"Patriot, The (1998)",Action|Thriller,170738,1
3061,3137,72605,Brothers (2009),Drama|Thriller|War,110109,1
3062,3138,72641,"Blind Side, The  (2009)",Drama,141210,58
3063,3139,72692,Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,144978,1
3064,3140,72703,Me and Orson Welles (2008),Drama,116879,2
3065,3141,72731,"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,77141,10
3066,3142,72733,Invictus (2009),Drama,113673,3
3067,3143,72737,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,119570,21
3068,3144,72741,Everybody's Fine (2009),Drama,132610,1
3069,3145,72777,Invaders from Mars (1986),Horror|Sci-Fi,91030,2
3070,3146,72921,Snow White (1916),Fantasy|Romance,119247,1
3071,3147,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,90950,169
3072,3149,73000,Nine (2009),Drama|Musical|Romance,172394,1
3073,3150,73015,It's Complicated (2009),Comedy|Romance,175195,1
3074,3151,73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,134633,10
3075,3152,73023,Crazy Heart (2009),Drama|Romance,139971,1
3076,3153,73089,Beyond a Reasonable Doubt (2009),Drama|Mystery,197292,1
3077,3154,73141,Moana (1926),Documentary,108897,8
3078,3155,73168,Carriers (2009),Drama|Horror|Thriller,87927,1
3079,3156,73183,"Friends of Eddie Coyle, The (1973)",Crime|Drama|Thriller,176777,2
3080,3157,73211,Pontypool (2008),Horror|Thriller,103749,11
3081,3158,73266,Youth in Revolt (2009),Comedy|Drama|Romance,152127,2
3082,3159,73319,Leap Year (2010),Comedy|Romance,107335,29
3083,3160,73321,"Book of Eli, The (2010)",Action|Adventure|Drama,192975,10
3084,3161,73390,Princess (2006),Action|Animation|Drama,90582,1
3085,3162,73511,Horsemen (2009),Crime|Drama|Horror|Mystery|Thriller,187904,1
3086,3163,73741,Ninja (2009),Action|Crime|Drama|Thriller,96621,3
3087,3164,73874,Blood and Bone (2009),Action|Drama,161771,3
3088,3165,73881,3 Idiots (2009),Comedy|Drama|Romance,169112,14
3089,3166,73929,Legion (2010),Action|Fantasy|Horror|Thriller,86995,3
3090,3167,74154,When in Rome (2010),Comedy|Romance,144298,5
3091,3168,74156,Edge of Darkness (2010),Drama|Thriller,99378,6
3092,3169,74228,Triangle (2009),Drama|Horror|Mystery|Thriller,77521,1
3093,3171,74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance,85665,4
3094,3172,74448,"Royal Scandal, The (2001)",Crime|Mystery,76488,1
3095,3173,74450,Valentine's Day (2010),Comedy|Romance,132804,6
3096,3174,74452,"Wolfman, The (2010)",Horror|Thriller,94750,2
3097,3175,74458,Shutter Island (2010),Drama|Mystery|Thriller,194237,161
3098,3176,74488,Ondine (2009),Drama|Fantasy|Romance,132040,1
3099,3177,74508,Persuasion (2007),Drama|Romance,148555,1
3100,3178,74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,191834,2
3101,3179,74532,Cop Out (2010),Action|Comedy|Crime,121179,9
3102,3180,74553,"Secret of Kells, The (2009)",Animation|Fantasy,150473,1
3103,3181,74580,"Spy Next Door, The (2010)",Action|Children|Comedy,78801,16
3104,3182,74685,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,133316,2
3105,3183,74688,Dear John (2010),Drama|Romance|War,151989,98
3106,3184,74754,"Room, The (2003)",Comedy|Drama|Romance,78267,16
3107,3185,74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,159090,12
3108,3186,74795,Green Zone (2010),Action|Drama|Thriller|War,120320,3
3109,3187,74851,From Paris with Love (2010),Action|Crime,157619,5
3110,3188,74946,She's Out of My League (2010),Comedy,162517,25
3111,3189,74948,Harry Brown (2009),Crime|Drama|Thriller,134950,1
3112,3190,75341,Remember Me (2010),Drama|Romance,154409,5
3113,3191,75395,Frozen (2010),Drama|Horror|Thriller,107018,13
3114,3194,75803,Our Family Wedding (2010),Comedy,189236,2
