,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
3714,Mallrats,128454,26214,113749,Romance|Comedy,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee",180,1995.0,USA
3715,Camelot,128487,39392,61439,Adventure|Music|Romance,Joshua Logan,"Richard Harris, Vanessa Redgrave, Franco Nero",7714,1967.0,USA
3716,A Night in Casablanca,128580,40013,38777,Comedy,Archie Mayo,"Groucho Marx, Harpo Marx, Chico Marx",7933,1946.0,USA
3717,Contracted,128598,2835,2281159,Horror|Thriller,Eric England,"Najarra Townsend, Caroline Williams, Alice Macdonald",109720,2013.0,USA
3720,The Green Hornet,128607,41166,990407,Action|Crime|Comedy,Michel Gondry,"Seth Rogen, Jay Chou, Christoph Waltz",83349,2011.0,USA
3721,The Shallows,128634,19104,4052882,Horror|Drama|Thriller,Jaume Collet-Serra,Blake Lively,158528,2016.0,USA
3722,Black Mask,128661,27503,115693,Action,Daniel Lee,"Jet Li, Ching Wan Lau, Karen Mok",2625,1996.0,Hong Kong
3723,Because I Said So,128682,33121,490084,Comedy,Michael Lehmann,"Diane Keaton, Mandy Moore, Gabriel Macht",50802,2007.0,USA
3724,Family Weekend,128686,635,1821426,Comedy|Drama,Benjamin Epps,"Kristin Chenoweth, Matthew Modine, Olesya Rulin",102286,2013.0,USA
3725,The Boondock Saints,128726,29484,144117,Action|Thriller|Crime,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus",3275,1999.0,Canada
3726,The Dark Half,128757,28655,106664,Mystery|Horror,George A. Romero,"Timothy Hutton, Amy Madigan, Michael Rooker",2898,1993.0,USA
3727,A Fistful of Dollars,128761,28715,58461,Western,Sergio Leone,"Clint Eastwood, Gian Maria Volonté, Marianne Koch",2951,1964.0,Italy
3731,The Little Mermaid,165510,44020,160801,Family|Fantasy,Vladimir Bychkov,"Viktoriya Novikova, Valentin Nikulin, Galina Artyomova",92793,1976.0,Soviet Union
3732,Angels & Demons,128786,37195,808151,Thriller|Mystery,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer",68554,2009.0,USA
3734,First Position,128841,44567,2008513,Comedy|Documentary|Drama,Bess Kargman,"Aran Bell, Rebecca Houseknecht, Joan Sebastian Zamora",95218,2011.0,USA
3735,Moving Violations,128853,5193,89629,Comedy,Neal Israel,"John Murray, Jennifer Tilly, James Keach",117728,1985.0,USA
3736,Magic Mike XXL,128936,11575,2268016,Comedy|Drama|Music,Gregory Jacobs,Channing Tatum,137595,2015.0,USA
3737,Happy Accidents,128938,32349,208196,Comedy|Romance|Science Fiction,Brad Anderson,"Marisa Tomei, Vincent D'Onofrio, Marty Davey",4738,2000.0,USA
3738,Letters to God,128994,44471,1462054,Action|Drama|Family|Thriller,David Nixon,"Tanner Maguire, Jeffrey Johnson, Robyn Lively",94893,2010.0,USA
3739,Inherent Vice,129025,4874,1791528,Comedy|Romance|Crime|Drama|Mystery,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson",116799,2014.0,USA
3740,Orgasmo,129032,9868,63413,Drama|Romance|Thriller,Umberto Lenzi,Carroll Baker,133097,1969.0,Italy
3742,Transformers,130376,33841,418279,Adventure|Science Fiction|Action,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel",53996,2007.0,USA
3743,Apollo 13,129037,16014,112384,Drama,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon",150,1995.0,USA
3744,Born in China,129079,23629,4629266,Documentary,Chuan Lu,John Krasinski,170241,2016.0,UK
3745,Get Real,129114,27351,162973,Drama|Romance,Simon Shore,"Ben Silverstone, Brad Gorton, Charlotte Brittain",2607,1998.0,UK
3746,Dreamgirls,129124,32919,443489,Drama,Bill Condon,"Beyoncé Knowles, Jamie Foxx, Eddie Murphy",49824,2006.0,USA
3747,Star Trek IV: The Voyage Home,129140,11576,92007,Science Fiction|Adventure,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley",1376,1986.0,USA
3748,Anything Else,129144,36938,313792,Comedy|Romance,Woody Allen,"Woody Allen, Jason Biggs, Christina Ricci",6750,2003.0,USA
3749,Tangled Ever After,129187,3460,2112281,Animation|Comedy|Action|Family,Nathan Greno,"Mandy Moore, Zachary Levi, Alan Dale",112006,2012.0,USA
3750,Mask,129215,42842,89560,Drama,Peter Bogdanovich,"Cher, Eric Stoltz, Sam Elliott",8880,1985.0,USA
3751,Sleepaway Camp,129237,30611,86320,Horror,Robert Hiltzik,"Felissa Rose, Jonathan Tiersten, Karen Fields",3843,1983.0,USA
3752,"Love, Wedding, Marriage",129241,44755,1436559,Comedy|Romance,Dermot Mulroney,"Mandy Moore, Kellan Lutz, James Brolin",96066,2011.0,USA
3753,Waiting for Guffman,129310,14266,118111,Music|Comedy,Christopher Guest,"Christopher Guest, Fred Willard, Catherine O'Hara",1449,1996.0,USA
3754,The Fault in Our Stars,129416,3444,2582846,Romance|Drama,Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff",111921,2014.0,USA
3756,Django,129433,34443,60315,Action|Western,Sergio Corbucci,"Franco Nero, José Canalejas, José Bódalo",5653,1966.0,Italy
3757,Foul Play,129435,37926,77578,Comedy|Mystery|Thriller,Colin Higgins,"Goldie Hawn, Chevy Chase, Burgess Meredith",7107,1978.0,USA
3758,Death Watch,129463,33399,81182,Drama|Science Fiction,Bertrand Tavernier,"Romy Schneider, Harvey Keitel, Harry Dean Stanton",5204,1980.0,France
3759,Labor Pains,129479,45315,1231287,Comedy,Lara Shapiro,"Lindsay Lohan, Luke Kirby, Chris Parnell",98085,2009.0,USA
3760,Mystery Science Theater 3000: The Movie,129492,36856,117128,Comedy|Science Fiction,Jim Mallon,"Trace Beaulieu, Michael J. Nelson, Jim Mallon",671,1996.0,USA
3761,Wall Street: Money Never Sleeps,129498,40409,1027718,Drama|Crime,Oliver Stone,"Shia LaBeouf, Michael Douglas, Carey Mulligan",80590,2010.0,USA
3762,Catwoman,129530,42060,327554,Action|Fantasy,Pitof,"Halle Berry, Sharon Stone, Benjamin Bratt",8666,2004.0,USA
3763,The Office Party,129531,20720,68593,Drama|Comedy,Jan Halldoff,Lauritz Falk,162936,1972.0,Sweden
3764,Born Free,129587,35837,60182,Family|Adventure|Drama,James Hill,"Virginia McKenna, Bill Travers, Geoffrey Keen",6232,1966.0,UK
3765,Scary Movie 4,129596,31840,362120,Comedy,David Zucker,"Anna Faris, Regina Hall, Craig Bierko",44972,2006.0,USA
3766,Atonement,129676,34084,783233,Drama|Romance,Joe Wright,"Keira Knightley, James McAvoy, Brenda Blethyn",55052,2007.0,UK
3767,Leaving Las Vegas,129679,26979,113627,Drama|Romance,Mike Figgis,"Nicolas Cage, Elisabeth Shue, Julian Sands",25,1995.0,USA
3768,Burnt Offerings,129717,10252,74258,Horror,Dan Curtis,"Karen Black, Oliver Reed, Burgess Meredith",1341,1976.0,USA
3769,Shakes the Clown,129735,30145,102898,Action|Comedy,Bobcat Goldthwait,"Bobcat Goldthwait, Julie Brown, Bruce Baum",3544,1991.0,USA
3776,The Three Musketeers,129805,44028,32028,Adventure|Action|Comedy,Allan Dwan,"Don Ameche, The Ritz Brothers, Binnie Barnes",92843,1939.0,USA
3777,The People Under the Stairs,129826,40004,105121,Comedy|Drama|Horror|Mystery|Thriller,Wes Craven,"Brandon Quintin Adams, Everett McGill, Wendy Robie",7930,1991.0,USA
3779,Gone with the Wind,141131,43819,31381,Drama|Romance|War,Victor Fleming,"Clark Gable, Vivien Leigh, Thomas Mitchell",920,1939.0,USA
3780,Dragon Ball Z: Battle of Gods,129833,2317,2263944,Animation|Action,Masahiro Hosoda,"Masako Nozawa, Hiromi Tsuru, Ryô Horikawa",107953,2013.0,Japan
3781,The Last Five Years,129873,8444,2474024,Comedy|Drama|Music|Romance,Richard LaGravenese,"Anna Kendrick, Jeremy Jordan, Tamara Mintz",128832,2014.0,USA
3782,The Men Who Stare at Goats,129907,37956,1234548,Comedy|War,Grant Heslov,"Ewan McGregor, George Clooney, Kevin Spacey",71156,2009.0,USA
3783,88 Minutes,129933,33670,411061,Crime|Mystery|Thriller,Jon Avnet,"Al Pacino, Alicia Witt, Ben McKenzie",53207,2007.0,USA
3784,Something to Talk About,129935,26370,114496,Comedy,Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall",195,1995.0,USA
3785,Primer,129966,42961,390384,Science Fiction|Drama|Thriller,Shane Carruth,"Shane Carruth, David Sullivan, Casey Gooden",8914,2004.0,USA
3787,The Bourne Legacy,188598,43675,1194173,Action|Thriller,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",91535,2012.0,Japan
3788,Scream 2,129997,24278,120082,Horror|Mystery,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette",1717,1997.0,USA
3789,Man of the West,130011,30230,51899,Action|Western,Anthony Mann,"Gary Cooper, Julie London, Lee J. Cobb",36056,1958.0,USA
3790,MacGruber,130017,39518,1470023,Action|Adventure|Comedy,Jorma Taccone,"Will Forte, Kristen Wiig, Val Kilmer",77667,2010.0,USA
3791,Maze Runner: The Scorch Trials,130042,5232,4046784,Action,Wes Ball,Dylan O'Brien,117895,2015.0,USA
3795,See No Evil,149027,36909,67727,Crime|Thriller|Mystery,Richard Fleischer,"Mia Farrow, Dorothy Alison, Robin Bailey",6736,1971.0,UK
3796,The Final Girls,130057,9025,2118624,Comedy|Horror,Todd Strauss-Schulson,Taissa Farmiga,130686,2015.0,USA
3797,Lara Croft Tomb Raider: The Cradle of Life,130080,36507,325703,Action|Adventure|Fantasy|Thriller,Jan de Bont,"Angelina Jolie, Gerard Butler, Chris Barrie",6564,2003.0,USA
3798,Snitch,130081,234,882977,Thriller|Drama,Ric Roman Waugh,"Dwayne Johnson, Susan Sarandon, Jon Bernthal",100737,2013.0,USA
3799,Sword Master,130136,22718,5269396,Action,Tung-Shing Yee,Kenny Lin,168064,2016.0,China
3800,Tinker Ticker,130150,22505,3450112,Drama,Jung-hoon Kim,Yo-han Byeon,167552,2014.0,South Korea
3802,The Little Prince,130158,27567,71762,Science Fiction|Fantasy|Family|Music,Stanley Donen,"Richard Kiley, Steven Warner, Joss Ackland",26327,1974.0,UK
3803,RV,130203,31897,449089,Comedy,Barry Sonnenfeld,"Robin Williams, Cheryl Hines, Kristin Chenoweth",45208,2006.0,UK
3806,Hostel,190659,31365,450278,Horror,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson",42723,2005.0,USA
3810,Scarface,196336,31339,86250,Action|Crime|Drama|Thriller,Brian De Palma,"Al Pacino, Michelle Pfeiffer, Steven Bauer",4262,1983.0,USA
3811,Deliver Us from Eva,130278,35686,301181,Comedy|Drama|Romance|Science Fiction|Thriller,Gary Hardwick,"Gabrielle Union, LL Cool J, Essence Atkins",6154,2003.0,USA
3815,Dark City,162429,41900,42379,Romance|Crime|Drama|Mystery,William Dieterle,"Charlton Heston, Lizabeth Scott, Viveca Lindfors",86206,1950.0,USA
3816,Girlfriend's Day,130435,23170,2962984,Comedy|Drama,Michael Paul Stephenson,Bob Odenkirk,169168,2017.0,USA
3817,Master of the Flying Guillotine,130447,39909,72913,Fantasy|Action,Yu Wang,"Yu Wang, Tien Wu Chu, Kang Chin",7899,1976.0,Taiwan
3818,The Master of Disguise,130459,34074,295427,Comedy|Family,Perry Andelin Blake,"Dana Carvey, Jennifer Esposito, Harold Gould",5501,2002.0,USA
3819,Austin Powers: The Spy Who Shagged Me,130469,27929,145660,Adventure|Comedy|Crime|Science Fiction,Jay Roach,"Mike Myers, Heather Graham, Michael York",2683,1999.0,USA
3823,Invincible,198347,34364,245171,Drama|War,Werner Herzog,"Jouko Ahola, Tim Roth, Anna Gourari",5615,2001.0,UK
3825,Pollyanna,130556,19298,314519,Drama|Family,Sarah Harding,Amanda Burton,158958,2003.0,UK
3826,The War of the Worlds,130561,27783,46534,Science Fiction|Thriller,Byron Haskin,"Gene Barry, Ann Robinson, Les Tremayne",2662,1953.0,USA
3827,Queen,130573,10930,3322420,Adventure|Comedy|Drama,Vikas Bahl,Kangana Ranaut,135875,2013.0,India
3828,Never Back Down 2: The Beatdown,130588,10910,1754264,Drama|Action,Michael Jai White,Michael Jai White,135831,2011.0,USA
3829,Disturbing Behavior,130589,26456,134619,Mystery|Horror|Science Fiction,David Nutter,"James Marsden, Katie Holmes, Nick Stahl",2026,1998.0,Australia
3833,Friday the 13th,141458,36784,758746,Horror,Marcus Nispel,"Jared Padalecki, Amanda Righetti, Derek Mears",66783,2009.0,USA
3834,The Quiet Man,130660,6539,45061,Comedy|Drama|Romance,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald",1226,1952.0,USA
3836,The Apple,130686,42763,80380,Fantasy|Comedy|Science Fiction|Music,Menahem Golan,"Catherine Mary Stewart, George Gilmour, Grace Kennedy",8858,1980.0,USA
3837,"Definitely, Maybe",130771,34772,832266,Comedy|Romance,Adam Brooks,"Ryan Reynolds, Rachel Weisz, Abigail Breslin",58047,2008.0,Germany
3838,Where the Wild Things Are,130868,38163,386117,Family|Fantasy,Spike Jonze,"Max Records, Catherine O'Hara, Forest Whitaker",71745,2009.0,Germany
3839,Mike and Dave Need Wedding Dates,130870,19858,2823054,Comedy,Jake Szymanski,Zac Efron,160567,2016.0,USA
3840,The Day After Tomorrow,130891,41232,319262,Action|Adventure|Science Fiction|Thriller,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum",8361,2004.0,USA
3842,Submarine,130925,42285,1440292,Drama|Comedy|Romance,Richard Ayoade,"Craig Roberts, Sally Hawkins, Paddy Considine",87234,2011.0,UK
3843,Blackthorn,130985,44537,1629705,Adventure|Action|Western,Mateo Gil,"Sam Shepard, Eduardo Noriega, Stephen Rea",95133,2011.0,Spain
3844,Rabbits,131022,17079,347840,Comedy|Drama|Fantasy|Horror,David Lynch,Scott Coffey,153070,2002.0,USA
3845,An Unfinished Life,131023,30454,350261,Drama,Lasse Hallström,"Jennifer Lopez, Robert Redford, Morgan Freeman",37475,2005.0,USA
3846,Raising Helen,131032,41237,350028,Drama|Comedy|Romance,Garry Marshall,"Kate Hudson, John Corbett, Joan Cusack",8362,2004.0,USA
3847,Open Your Eyes,131060,27245,125659,Drama|Thriller,Alejandro Amenábar,"Eduardo Noriega, Penélope Cruz, Chete Lera",2594,1997.0,Spain
3848,Saving Mr. Banks,131147,2068,2140373,Comedy|Drama|History,John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley",107141,2013.0,UK
3850,Stitches,131154,9303,90079,Comedy,Rod Holcomb,Parker Stevenson,131552,1985.0,USA
3851,The Others,131178,32313,230600,Horror|Drama|Mystery|Thriller,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan",4720,2001.0,USA
3852,The Lords of Salem,131209,757,1731697,Horror|Thriller,Rob Zombie,"Sheri Moon Zombie, Meg Foster, Bruce Davison",102802,2012.0,UK
3853,My Life in Ruins,131226,37884,865559,Comedy|Romance,Donald Petrie,"Nia Vardalos, Richard Dreyfuss, Rachel Dratch",70932,2009.0,USA
3857,Sisters,131244,40258,284492,Crime|Drama,Sergey Bodrov Jr.,"Oksana Akinshina, Katya Gorina, Roman Ageev",80124,2001.0,Russia
3858,Runaway Jury,131272,37242,313542,Drama|Thriller,Gary Fleder,"John Cusack, Rachel Weisz, Gene Hackman",6879,2003.0,USA
3859,Philadelphia Experiment II,131281,27931,107819,Science Fiction,Stephen Cornwell,"Brad Johnson, Marjean Holden, Gerrit Graham",26834,1993.0,USA
3860,Train of Life,131311,28774,170705,Drama|Comedy|War,Radu Mihaileanu,"Lionel Abelanski, Rufus, Clément Harari",3003,1998.0,France
3861,The Maze Runner,131313,4095,1790864,Action|Mystery|Science Fiction|Thriller,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter",114180,2014.0,USA
3862,Arthur Christmas,131328,43642,1430607,Drama|Animation|Family|Comedy,Sarah Smith,"James McAvoy, Jim Broadbent, Bill Nighy",91414,2011.0,UK
3863,Hellraiser,131382,30717,93177,Horror,Clive Barker,"Andrew Robinson, Clare Higgins, Ashley Laurence",3917,1987.0,UK
3864,A Troll in Central Park,131402,33315,108395,Fantasy|Animation|Science Fiction|Family,Don Bluth,"Dom DeLuise, Cloris Leachman, Charles Nelson Reilly",5164,1994.0,Ireland
3865,A Perfect Getaway,131411,37667,971209,Thriller|Mystery|Adventure,David Twohy,"Milla Jovovich, Steve Zahn, Timothy Olyphant",70208,2009.0,USA
3866,Scooby-Doo! Stage Fright,131471,11060,3025994,Family|Adventure|Animation,Victor Cook,Isabella Acres,136251,2013.0,USA
3867,The Adventures of Robin Hood,131551,44289,29843,Action|Adventure|Romance,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone",940,1938.0,USA
3868,A Tale of Two Sisters,131577,40160,365376,Drama|Horror|Mystery,Jee-woon Kim,"Kap-su Kim, Jung-ah Yum, Su-jeong Lim",7982,2003.0,South Korea
3869,Kong: Skull Island,131630,22794,3731562,Action|Adventure|Fantasy,Jordan Vogt-Roberts,Tom Hiddleston,168254,2017.0,USA
3870,"Me, Myself & Irene",131730,30462,183505,Comedy,Bobby Farrelly,"Jim Carrey, Renée Zellweger, Anthony Anderson",3752,2000.0,USA
3871,Monkey Kingdom,131736,9651,3660770,Documentary,Mark Linfield,Tina Fey,132458,2015.0,USA
3872,Ask the Dust,131811,31664,384814,Drama|Romance,Robert Towne,"Colin Farrell, Salma Hayek, Donald Sutherland",44189,2006.0,USA
3873,The Best Years of Our Lives,131816,26358,36868,Drama|History|Romance,William Wyler,"Fredric March, Dana Andrews, Myrna Loy",1939,1946.0,USA
3874,This Means War,131830,44123,1596350,Action|Comedy|Romance,McG,"Reese Witherspoon, Chris Pine, Tom Hardy",93326,2012.0,USA
3875,A Walk in the Clouds,131832,26504,114887,Drama|Romance,Alfonso Arau,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn",207,1995.0,USA
3877,The Family,143253,1408,2404311,Crime|Comedy|Action,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron",104925,2013.0,USA
3878,Despicable Me 3,131869,24682,3469046,Action|Adventure|Animation|Comedy|Family|Fantasy|Science Fiction,Kyle Balda,Steve Carell,172547,2017.0,USA
3882,Holiday,131908,27164,30241,Comedy,George Cukor,"Katharine Hepburn, Cary Grant, Doris Nolan",25850,1938.0,USA
3883,Jane Got a Gun,131921,16094,2140037,Action|Drama|Western,Gavin O'Connor,Natalie Portman,150258,2015.0,USA
3885,My Best Friend's Girl,131948,35864,1046163,Romance|Comedy,Howard Deutch,"Kate Hudson, Dane Cook, Jason Biggs",62439,2008.0,USA
3886,Picnic at Hanging Rock,131976,26330,73540,Drama|Mystery|Thriller,Peter Weir,"Rachel Roberts, Anne-Louise Lambert, Vivean Gray",1913,1975.0,Australia
3887,Chernobyl Diaries,132013,44458,1991245,Horror|Thriller,Bradley Parker,"Jesse McCartney, Jonathan Sadowski, Olivia Taylor Dudley",94813,2012.0,USA
3888,Ondine,132040,39008,1235796,Drama|Romance,Neil Jordan,"Colin Farrell, Alicja Bachleda, Dervla Kirwan",74488,2009.0,Ireland
3889,Away We Go,132051,36760,1176740,Comedy|Drama|Romance,Sam Mendes,"John Krasinski, Maya Rudolph, Allison Janney",66665,2009.0,USA
3891,Witness,182952,22433,90329,Crime|Drama|Romance|Thriller,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas",1674,1985.0,USA
3895,The Island,132107,36073,851577,Drama,Pavel Lungin,"Pyotr Mamonov, Viktor Sukhorukov, Dmitriy Dyuzhev",63515,2006.0,Russia
3899,Fearless,184112,32115,446059,Drama|Action,Ronny Yu,"Jet Li, Betty Sun, Yong Dong",46322,2006.0,China
3900,"Sarah, Plain and Tall",132127,41032,102842,Drama|Family,Glenn Jordan,"Glenn Close, Christopher Walken, Lexi Randall",82722,1991.0,USA
3901,The Wonderful Wizard of Oz,132182,23966,1463,Adventure|Comedy|Fantasy,Otis Turner,Bebe Daniels,170995,1910.0,USA
3903,Transformers: Dark of the Moon,150050,42393,1399103,Action|Science Fiction|Adventure,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson",87520,2011.0,USA
3904,Kill the Irishman,132215,42046,1416801,Action|Crime|Thriller|Drama,Jonathan Hensleigh,"Ray Stevenson, Christopher Walken, Vincent D'Onofrio",86628,2011.0,USA
3905,The Bounty Hunter,132254,39194,1038919,Action|Comedy,Andy Tennant,"Jennifer Aniston, Gerard Butler, Gio Perez",75805,2010.0,USA
3909,The Game,138932,22176,3159736,Crime|Thriller,[],Tom Hughes,166735,2014.0,UK
3910,A Taste of Honey,132319,33356,55506,Drama,Tony Richardson,"Rita Tushingham, Dora Bryan, Robert Stephens",51857,1961.0,UK
3911,Tales from the Hood,132385,29563,114609,Crime|Horror|Thriller,Rusty Cundieff,"Clarence Williams III, Corbin Bernsen, Joe Torry",330,1995.0,USA
3912,Red State,132441,43027,873886,Horror|Action|Thriller,Kevin Smith,"Michael Parks, Melissa Leo, John Goodman",89343,2011.0,USA
3913,Princess Protection Program,132447,1454,1196339,TV Movie|Comedy|Drama|Family,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun",105075,2009.0,USA
3914,If Looks Could Kill,132480,29384,102095,Adventure|Action|Comedy,William Dear,"Richard Grieco, Linda Hunt, Roger Rees",32440,1991.0,USA
3920,Batman,189789,35069,96895,Fantasy|Action,Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger",592,1989.0,USA
3921,Racing Stripes,132499,29008,376105,Comedy,Frederik Du Chau,"Frankie Muniz, David Spade, Snoop Dogg",31223,2005.0,USA
3922,Licence to Kill,132501,28758,97742,Adventure|Action|Thriller,John Glen,"Timothy Dalton, Robert Davi, Carey Lowell",2990,1989.0,UK
3923,It Follows,132506,6100,3235888,Horror|Thriller,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi",121231,2015.0,USA
3927,Unstoppable,151110,40755,477080,Action|Thriller,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson",81782,2010.0,USA
3931,The Last House on the Left,158950,37286,844708,Crime|Thriller|Horror|Drama,Dennis Iliadis,"Garret Dillahunt, Monica Potter, Tony Goldwyn",68941,2009.0,USA
3934,Everybody's Fine,132610,38489,780511,Drama,Kirk Jones,"Robert De Niro, Kate Beckinsale, Sam Rockwell",72741,2009.0,USA
3935,Poolhall Junkies,132624,35753,273982,Comedy|Drama|Thriller,Mars Callahan,"Mars Callahan, Chazz Palminteri, Michael Rosenbaum",6193,2002.0,USA
3937,Just Married,150305,35293,305711,Comedy,Shawn Levy,"Ashton Kutcher, Brittany Murphy, Christian Kane",6006,2003.0,USA
3938,The Change-Up,132674,42837,1488555,Comedy,David Dobkin,"Jason Bateman, Ryan Reynolds, Olivia Wilde",88785,2011.0,USA
3939,Star Trek II: The Wrath of Khan,132711,11518,84726,Action|Adventure|Science Fiction|Thriller,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley",1374,1982.0,USA
